gene_id
1956
7124
348
7040
3091
3586
5243
6774
207
4790
3553
1029
5743
5728
1080
3576
6532
999
596
7852
3458
920
5594
5290
406991
1493
960
3077
5970
3383
5925
177
5979
3688
857
3690
5621
3725
3075
4282
5663
5071
6772
23435
6331
3757
4869
4204
5265
406947
1869
4170
682
3784
7291
7076
1786
2308
100507436
1545
2885
2629
3559
11186
7412
3685
4893
7430
302
285
6850
7133
7253
5315
4854
4316
9365
7189
4087
4035
6786
6403
3767
3932
7415
7077
23621
6868
59067
10599
6093
65018
4627
6382
3674
4072
6678
22914
6521
947
84868
1536
1535
358
4804
2066
8795
5310
5788
4625
51284
7078
1991
102
2852
7186
406992
3716
10399
6010
5515
2719
6573
2776
9927
2
54209
6548
5376
9076
5045
26762
4179
186
3190
1861
6530
150
6348
10544
4907
10971
3778
51548
919
7184
5311
6556
3732
7416
7448
3718
10133
5868
6616
942
3753
9368
6404
5664
7020
8140
6654
961
1445
51752
7168
100506658
340061
6517
23327
4544
7187
30061
3603
8291
3856
3920
2532
3759
6506
5499
6584
5588
2798
6351
6721
7096
6098
9451
6319
5657
3428
3762
7220
967
476
6392
6520
2524
1742
3339
573
215
1380
9290
953
6272
6361
3665
6580
4647
4267
51280
1573
7051
7185
1896
3918
406
7178
859
3454
5660
477
6804
6773
6338
6440
6608
9378
23385
412
6121
2010
7222
5048
10452
6523
6583
6091
57104
10410
6367
6383
1581
2035
1605
136
6507
116085
3916
4948
9780
1192
9146
602
3560
6582
164656
5420
3914
21
27040
8754
10159
478
387129
6480
3269
9217
26580
2879
29881
11335
7036
288
115004
4919
643
1523
4543
55737
51141
1201
2703
3909
64083
2677
3911
6009
3782
6340
3908
1893
2538
6567
6693
4628
7917
950
2319
6844
6755
81037
84444
3455
5359
9308
84447
5740
1365
6558
4340
148738
51185
8573
667
10970
6581
6855
9361
968
6504
4284
2745
3915
6535
4012
9126
26018
1947
3912
9025
1902
1182
6711
23345
481
55829
6916
3820
2523
9356
3821
9476
2617
3274
8773
915
7417
3930
23136
23209
284217
307
2040
9516
6391
55851
2596
101
84168
9445
79158
9495
8718
7224
6449
4118
3824
3752
22918
334
11124
23650
771
81607
6533
27316
9420
3679
7079
4905
5824
1363
3638
25825
608
203859
11255
79139
26088
1879
117581
55210
128674
6845
962
25865
3758
3792
6810
6489
4779
10938
2822
9218
105804841
220296
6522
4099
10890
3913
3910
10989
55669
51024
9568
1512
4624
9223
27074
582
9074
91937
6184
50855
1272
8673
5825
22937
1804
23462
23163
10939
3822
53947
10972
6993
55847
9376
26509
23499
4756
7009
2181
8720
51429
10686
6185
152330
3764
140823
3760
53630
23230
259232
2529
493856
3895
22930
4358
9341
64116
23683
4071
1798
10682
7419
8615
64689
51107
3696
5774
54982
10008
23592
23224
51266
4050
6900
54756
25800
27036
2013
2847
6159
8728
23062
57823
55240
23189
81624
2813
4076
55867
64746
5528
64220
55361
8869
9943
2038
79971
4782
2028
153562
57402
2012
55288
24148
9804
83636
30819
2615
23493
57628
4047
2804
439
7216
6482
2528
348980
3476
81502
5918
8128
5828
23225
64218
55486
10572
56667
4898
55750
4124
23562
8504
115
23646
9032
30846
3748
55014
10409
9868
8192
22853
55584
3761
3703
8564
10345
81671
51360
147138
6547
7922
83871
23017
26092
482
3781
7903
2137
2803
55332
5195
7940
9033
9883
